dt,AverageTemperature,MaxTemperature,MinTemperature
2007-08-26,27.83,31.83,23.83
2007-08-27,26.19,30.19,22.19
2007-08-28,25.83,29.83,21.83
2007-08-29,26.78,30.78,22.78
2007-08-30,26.82,30.82,22.82
2007-08-31,28.06,32.06,24.06
2007-09-01,26.03,30.03,22.03
2007-09-02,26.19,30.19,22.19
2007-09-03,25.88,29.88,21.88
2007-09-04,26.91,30.91,22.91
2007-09-05,25.38,29.38,21.38
2007-09-06,24.18,28.18,20.18
2007-09-07,26.26,30.26,22.26
2007-09-08,25.17,29.17,21.17
2007-09-09,27.03,31.03,23.03
2007-09-10,24.73,28.73,20.73
2007-09-11,27.42,31.42,23.42
2007-09-12,27.08,31.08,23.08
2007-09-13,25.55,29.55,21.55
2007-09-14,24.73,28.73,20.73
2007-09-15,27.46,31.46,23.46
2007-09-16,25.41,29.41,21.41
2007-09-17,24.46,28.46,20.46
2007-09-18,26.07,30.07,22.07
2007-09-19,24.2,28.2,20.2
2007-09-20,24.68,28.68,20.68
2007-09-21,24.57,28.57,20.57
2007-09-22,26.04,30.04,22.04
2007-09-23,25.35,29.35,21.35
2007-09-24,26.94,30.94,22.94
2007-09-25,24.47,28.47,20.47
2007-09-26,25.26,29.26,21.26
2007-09-27,25.23,29.23,21.23
2007-09-28,27.03,31.03,23.03
2007-09-29,27.56,31.56,23.56
2007-09-30,26.01,30.01,22.01
2007-10-01,25.65,29.65,21.65
2007-10-02,26.59,30.59,22.59
2007-10-03,26.88,30.88,22.88
2007-10-04,26.45,30.45,22.45
2007-10-05,24.44,28.44,20.44
2007-10-06,23.69,27.69,19.69
2007-10-07,24.24,28.24,20.24
2007-10-08,25.88,29.88,21.88
2007-10-09,25.6,29.6,21.6
2007-10-10,25.43,29.43,21.43
2007-10-11,23.69,27.69,19.69
2007-10-12,25.04,29.04,21.04
2007-10-13,23.5,27.5,19.5
2007-10-14,26.01,30.01,22.01
2007-10-15,24.38,28.38,20.38
2007-10-16,26.23,30.23,22.23
2007-10-17,25.53,29.53,21.53
2007-10-18,23.62,27.62,19.62
2007-10-19,23.96,27.96,19.96
2007-10-20,27.05,31.05,23.05
2007-10-21,26.9,30.9,22.9
2007-10-22,26.66,30.66,22.66
2007-10-23,25.68,29.68,21.68
2007-10-24,24.84,28.84,20.84
2007-10-25,27.24,31.24,23.24
2007-10-26,27.04,31.04,23.04
2007-10-27,23.47,27.47,19.47
2007-10-28,23.88,27.88,19.88
2007-10-29,25.57,29.57,21.57
2007-10-30,26.16,30.16,22.16
2007-10-31,25.26,29.26,21.26
2007-11-01,24.31,28.31,20.31
2007-11-02,25.26,29.26,21.26
2007-11-03,24.4,28.4,20.4
2007-11-04,26.8,30.8,22.8
2007-11-05,25.75,29.75,21.75
2007-11-06,25.22,29.22,21.22
2007-11-07,24.15,28.15,20.15
2007-11-08,25.64,29.64,21.64
2007-11-09,25.85,29.85,21.85
2007-11-10,26.19,30.19,22.19
2007-11-11,26.4,30.4,22.4
2007-11-12,23.75,27.75,19.75
2007-11-13,25.09,29.09,21.09
2007-11-14,25.07,29.07,21.07
2007-11-15,24.26,28.26,20.26
2007-11-16,24.87,28.87,20.87
2007-11-17,23.76,27.76,19.76
2007-11-18,25.43,29.43,21.43
2007-11-19,25.64,29.64,21.64
2007-11-20,25.54,29.54,21.54
2007-11-21,24.15,28.15,20.15
2007-11-22,24.0,28.0,20.0
2007-11-23,26.62,30.62,22.62
2007-11-24,26.58,30.58,22.58
2007-11-25,24.77,28.77,20.77
2007-11-26,26.3,30.3,22.3
2007-11-27,27.35,31.35,23.35
2007-11-28,26.94,30.94,22.94
2007-11-29,24.76,28.76,20.76
2007-11-30,24.11,28.11,20.11
2007-12-01,23.47,27.47,19.47
2007-12-02,25.28,29.28,21.28
2007-12-03,25.1,29.1,21.1
2007-12-04,26.27,30.27,22.27
2007-12-05,26.34,30.34,22.34
2007-12-06,23.55,27.55,19.55
2007-12-07,27.16,31.16,23.16
2007-12-08,24.3,28.3,20.3
2007-12-09,24.77,28.77,20.77
2007-12-10,25.58,29.58,21.58
2007-12-11,23.42,27.42,19.42
2007-12-12,26.12,30.12,22.12
2007-12-13,24.04,28.04,20.04
2007-12-14,26.94,30.94,22.94
2007-12-15,24.26,28.26,20.26
2007-12-16,24.92,28.92,20.92
2007-12-17,24.17,28.17,20.17
2007-12-18,25.85,29.85,21.85
2007-12-19,24.78,28.78,20.78
2007-12-20,24.23,28.23,20.23
2007-12-21,26.65,30.65,22.65
2007-12-22,26.08,30.08,22.08
2007-12-23,25.16,29.16,21.16
2007-12-24,24.41,28.41,20.41
2007-12-25,26.76,30.76,22.76
2007-12-26,24.95,28.95,20.95
2007-12-27,25.13,29.13,21.13
2007-12-28,24.04,28.04,20.04
2007-12-29,26.61,30.61,22.61
2007-12-30,25.47,29.47,21.47
2007-12-31,25.9,29.9,21.9
2008-01-01,25.34,29.34,21.34
2008-01-02,23.74,27.74,19.74
2008-01-03,24.86,28.86,20.86
2008-01-04,23.74,27.74,19.74
2008-01-05,23.78,27.78,19.78
2008-01-06,27.6,31.6,23.6
2008-01-07,24.04,28.04,20.04
2008-01-08,25.46,29.46,21.46
2008-01-09,27.01,31.01,23.01
2008-01-10,25.35,29.35,21.35
2008-01-11,24.66,28.66,20.66
2008-01-12,25.32,29.32,21.32
2008-01-13,26.96,30.96,22.96
2008-01-14,23.84,27.84,19.84
2008-01-15,25.62,29.62,21.62
2008-01-16,24.43,28.43,20.43
2008-01-17,23.9,27.9,19.9
2008-01-18,26.8,30.8,22.8
2008-01-19,23.72,27.72,19.72
2008-01-20,25.32,29.32,21.32
2008-01-21,25.84,29.84,21.84
2008-01-22,24.35,28.35,20.35
2008-01-23,27.26,31.26,23.26
2008-01-24,25.29,29.29,21.29
2008-01-25,24.39,28.39,20.39
2008-01-26,26.1,30.1,22.1
2008-01-27,26.22,30.22,22.22
2008-01-28,25.21,29.21,21.21
2008-01-29,23.79,27.79,19.79
2008-01-30,26.31,30.31,22.31
2008-01-31,24.61,28.61,20.61
2008-02-01,24.77,28.77,20.77
2008-02-02,27.45,31.45,23.45
2008-02-03,26.19,30.19,22.19
2008-02-04,25.96,29.96,21.96
2008-02-05,27.19,31.19,23.19
2008-02-06,26.05,30.05,22.05
2008-02-07,26.62,30.62,22.62
2008-02-08,25.79,29.79,21.79
2008-02-09,27.72,31.72,23.72
2008-02-10,26.43,30.43,22.43
2008-02-11,27.78,31.78,23.78
2008-02-12,27.77,31.77,23.77
2008-02-13,27.2,31.2,23.2
2008-02-14,26.36,30.36,22.36
2008-02-15,26.79,30.79,22.79
2008-02-16,25.06,29.06,21.06
2008-02-17,27.85,31.85,23.85
2008-02-18,27.61,31.61,23.61
2008-02-19,27.32,31.32,23.32
2008-02-20,24.27,28.27,20.27
2008-02-21,24.95,28.95,20.95
2008-02-22,27.84,31.84,23.84
2008-02-23,27.41,31.41,23.41
2008-02-24,27.55,31.55,23.55
2008-02-25,25.79,29.79,21.79
2008-02-26,25.2,29.2,21.2
2008-02-27,27.73,31.73,23.73
2008-02-28,25.66,29.66,21.66
2008-02-29,25.37,29.37,21.37
2008-03-01,26.02,30.02,22.02
2008-03-02,28.35,32.35,24.35
2008-03-03,25.53,29.53,21.53
2008-03-04,28.15,32.15,24.15
2008-03-05,26.73,30.73,22.73
2008-03-06,25.86,29.86,21.86
2008-03-07,27.16,31.16,23.16
2008-03-08,25.94,29.94,21.94
2008-03-09,26.88,30.88,22.88
2008-03-10,27.27,31.27,23.27
2008-03-11,27.15,31.15,23.15
2008-03-12,28.08,32.08,24.08
2008-03-13,27.3,31.3,23.3
2008-03-14,25.7,29.7,21.7
2008-03-15,26.0,30.0,22.0
2008-03-16,26.43,30.43,22.43
2008-03-17,27.9,31.9,23.9
2008-03-18,28.44,32.44,24.44
2008-03-19,24.92,28.92,20.92
2008-03-20,28.79,32.79,24.79
2008-03-21,26.79,30.79,22.79
2008-03-22,25.35,29.35,21.35
2008-03-23,27.08,31.08,23.08
2008-03-24,26.65,30.65,22.65
2008-03-25,25.02,29.02,21.02
2008-03-26,27.13,31.13,23.13
2008-03-27,28.55,32.55,24.55
2008-03-28,26.71,30.71,22.71
2008-03-29,25.74,29.74,21.74
2008-03-30,27.5,31.5,23.5
2008-03-31,25.89,29.89,21.89
2008-04-01,28.68,32.68,24.68
2008-04-02,26.93,30.93,22.93
2008-04-03,28.16,32.16,24.16
2008-04-04,25.22,29.22,21.22
2008-04-05,27.95,31.95,23.95
2008-04-06,25.61,29.61,21.61
2008-04-07,25.89,29.89,21.89
2008-04-08,28.47,32.47,24.47
2008-04-09,25.52,29.52,21.52
2008-04-10,26.2,30.2,22.2
2008-04-11,26.5,30.5,22.5
2008-04-12,28.66,32.66,24.66
2008-04-13,25.59,29.59,21.59
2008-04-14,27.49,31.49,23.49
2008-04-15,25.83,29.83,21.83
2008-04-16,26.18,30.18,22.18
2008-04-17,26.8,30.8,22.8
2008-04-18,27.21,31.21,23.21
2008-04-19,25.72,29.72,21.72
2008-04-20,27.4,31.4,23.4
2008-04-21,27.45,31.45,23.45
2008-04-22,26.65,30.65,22.65
2008-04-23,25.82,29.82,21.82
2008-04-24,26.36,30.36,22.36
2008-04-25,25.41,29.41,21.41
2008-04-26,28.0,32.0,24.0
2008-04-27,25.08,29.08,21.08
2008-04-28,26.35,30.35,22.35
2008-04-29,28.72,32.72,24.72
2008-04-30,25.77,29.77,21.77
2008-05-01,26.77,30.77,22.77
2008-05-02,25.28,29.28,21.28
2008-05-03,28.48,32.480000000000004,24.48
2008-05-04,27.96,31.96,23.96
2008-05-05,25.93,29.93,21.93
2008-05-06,27.69,31.69,23.69
2008-05-07,26.95,30.95,22.95
2008-05-08,25.57,29.57,21.57
2008-05-09,25.22,29.22,21.22
2008-05-10,25.68,29.68,21.68
2008-05-11,27.2,31.2,23.2
2008-05-12,28.5,32.5,24.5
2008-05-13,27.79,31.79,23.79
2008-05-14,28.29,32.29,24.29
2008-05-15,25.46,29.46,21.46
2008-05-16,28.34,32.34,24.34
2008-05-17,25.02,29.02,21.02
2008-05-18,28.46,32.46,24.46
2008-05-19,25.24,29.24,21.24
2008-05-20,26.13,30.13,22.13
2008-05-21,26.06,30.06,22.06
2008-05-22,26.0,30.0,22.0
2008-05-23,27.63,31.63,23.63
2008-05-24,28.04,32.04,24.04
2008-05-25,26.96,30.96,22.96
2008-05-26,26.86,30.86,22.86
2008-05-27,25.73,29.73,21.73
2008-05-28,28.29,32.29,24.29
2008-05-29,26.94,30.94,22.94
2008-05-30,26.33,30.33,22.33
2008-05-31,26.92,30.92,22.92
2008-06-01,24.75,28.75,20.75
2008-06-02,24.78,28.78,20.78
2008-06-03,28.04,32.04,24.04
2008-06-04,25.2,29.2,21.2
2008-06-05,25.41,29.41,21.41
2008-06-06,26.56,30.56,22.56
2008-06-07,26.28,30.28,22.28
2008-06-08,26.55,30.55,22.55
2008-06-09,25.79,29.79,21.79
2008-06-10,25.95,29.95,21.95
2008-06-11,25.01,29.01,21.01
2008-06-12,26.32,30.32,22.32
2008-06-13,26.02,30.02,22.02
2008-06-14,28.09,32.09,24.09
2008-06-15,24.85,28.85,20.85
2008-06-16,26.79,30.79,22.79
2008-06-17,28.2,32.2,24.2
2008-06-18,24.72,28.72,20.72
2008-06-19,27.21,31.21,23.21
2008-06-20,27.79,31.79,23.79
2008-06-21,25.66,29.66,21.66
2008-06-22,26.61,30.61,22.61
2008-06-23,24.69,28.69,20.69
2008-06-24,25.68,29.68,21.68
2008-06-25,25.33,29.33,21.33
2008-06-26,27.07,31.07,23.07
2008-06-27,24.55,28.55,20.55
2008-06-28,26.26,30.26,22.26
2008-06-29,26.55,30.55,22.55
2008-06-30,28.06,32.06,24.06
2008-07-01,27.56,31.56,23.56
2008-07-02,23.91,27.91,19.91
2008-07-03,26.2,30.2,22.2
2008-07-04,25.48,29.48,21.48
2008-07-05,26.03,30.03,22.03
2008-07-06,26.48,30.48,22.48
2008-07-07,24.98,28.98,20.98
2008-07-08,26.92,30.92,22.92
2008-07-09,27.56,31.56,23.56
2008-07-10,27.44,31.44,23.44
2008-07-11,26.9,30.9,22.9
2008-07-12,25.98,29.98,21.98
2008-07-13,25.82,29.82,21.82
2008-07-14,26.86,30.86,22.86
2008-07-15,26.97,30.97,22.97
2008-07-16,23.93,27.93,19.93
2008-07-17,24.03,28.03,20.03
2008-07-18,25.79,29.79,21.79
2008-07-19,27.35,31.35,23.35
2008-07-20,24.74,28.74,20.74
2008-07-21,24.45,28.45,20.45
2008-07-22,27.61,31.61,23.61
2008-07-23,27.44,31.44,23.44
2008-07-24,24.95,28.95,20.95
2008-07-25,27.24,31.24,23.24
2008-07-26,26.91,30.91,22.91
2008-07-27,27.86,31.86,23.86
2008-07-28,24.53,28.53,20.53
2008-07-29,27.47,31.47,23.47
2008-07-30,24.11,28.11,20.11
2008-07-31,26.57,30.57,22.57
2008-08-01,26.6,30.6,22.6
2008-08-02,27.58,31.58,23.58
2008-08-03,24.83,28.83,20.83
2008-08-04,24.61,28.61,20.61
2008-08-05,25.97,29.97,21.97
2008-08-06,27.73,31.73,23.73
2008-08-07,25.04,29.04,21.04
2008-08-08,27.11,31.11,23.11
2008-08-09,25.2,29.2,21.2
2008-08-10,24.94,28.94,20.94
2008-08-11,26.66,30.66,22.66
2008-08-12,27.01,31.01,23.01
2008-08-13,23.97,27.97,19.97
2008-08-14,26.25,30.25,22.25
2008-08-15,26.04,30.04,22.04
2008-08-16,25.48,29.48,21.48
2008-08-17,27.06,31.06,23.06
2008-08-18,25.34,29.34,21.34
2008-08-19,26.1,30.1,22.1
2008-08-20,25.63,29.63,21.63
2008-08-21,25.71,29.71,21.71
2008-08-22,25.86,29.86,21.86
2008-08-23,24.54,28.54,20.54
2008-08-24,27.13,31.13,23.13
2008-08-25,25.08,29.08,21.08
2008-08-26,25.99,29.99,21.99
2008-08-27,25.01,29.01,21.01
2008-08-28,27.36,31.36,23.36
2008-08-29,27.25,31.25,23.25
2008-08-30,27.72,31.72,23.72
2008-08-31,25.38,29.38,21.38
2008-09-01,27.62,31.62,23.62
2008-09-02,27.51,31.51,23.51
2008-09-03,26.37,30.37,22.37
2008-09-04,24.66,28.66,20.66
2008-09-05,26.89,30.89,22.89
2008-09-06,27.85,31.85,23.85
2008-09-07,27.35,31.35,23.35
2008-09-08,24.38,28.38,20.38
2008-09-09,24.16,28.16,20.16
2008-09-10,25.91,29.91,21.91
2008-09-11,27.72,31.72,23.72
2008-09-12,26.96,30.96,22.96
2008-09-13,28.07,32.07,24.07
2008-09-14,26.58,30.58,22.58
2008-09-15,27.6,31.6,23.6
2008-09-16,27.32,31.32,23.32
2008-09-17,26.22,30.22,22.22
2008-09-18,24.43,28.43,20.43
2008-09-19,24.59,28.59,20.59
2008-09-20,27.33,31.33,23.33
2008-09-21,25.55,29.55,21.55
2008-09-22,26.48,30.48,22.48
2008-09-23,25.24,29.24,21.24
2008-09-24,27.64,31.64,23.64
2008-09-25,27.73,31.73,23.73
2008-09-26,27.89,31.89,23.89
2008-09-27,27.78,31.78,23.78
2008-09-28,26.33,30.33,22.33
2008-09-29,26.48,30.48,22.48
2008-09-30,27.92,31.92,23.92
2008-10-01,25.03,29.03,21.03
2008-10-02,26.06,30.06,22.06
2008-10-03,25.3,29.3,21.3
2008-10-04,24.92,28.92,20.92
2008-10-05,27.26,31.26,23.26
2008-10-06,25.82,29.82,21.82
2008-10-07,25.4,29.4,21.4
2008-10-08,23.76,27.76,19.76
2008-10-09,24.16,28.16,20.16
2008-10-10,25.7,29.7,21.7
2008-10-11,27.52,31.52,23.52
2008-10-12,25.38,29.38,21.38
2008-10-13,26.04,30.04,22.04
2008-10-14,26.95,30.95,22.95
2008-10-15,27.21,31.21,23.21
2008-10-16,25.0,29.0,21.0
2008-10-17,24.19,28.19,20.19
2008-10-18,27.43,31.43,23.43
2008-10-19,25.65,29.65,21.65
2008-10-20,27.08,31.08,23.08
2008-10-21,24.73,28.73,20.73
2008-10-22,23.89,27.89,19.89
2008-10-23,27.05,31.05,23.05
2008-10-24,25.21,29.21,21.21
2008-10-25,25.3,29.3,21.3
2008-10-26,27.47,31.47,23.47
2008-10-27,25.18,29.18,21.18
2008-10-28,25.83,29.83,21.83
2008-10-29,26.49,30.49,22.49
2008-10-30,24.44,28.44,20.44
2008-10-31,24.62,28.62,20.62
2008-11-01,26.26,30.26,22.26
2008-11-02,26.53,30.53,22.53
2008-11-03,24.1,28.1,20.1
2008-11-04,24.53,28.53,20.53
2008-11-05,23.33,27.33,19.33
2008-11-06,24.84,28.84,20.84
2008-11-07,26.9,30.9,22.9
2008-11-08,24.91,28.91,20.91
2008-11-09,26.34,30.34,22.34
2008-11-10,23.53,27.53,19.53
2008-11-11,25.65,29.65,21.65
2008-11-12,27.12,31.12,23.12
2008-11-13,27.24,31.24,23.24
2008-11-14,25.61,29.61,21.61
2008-11-15,23.36,27.36,19.36
2008-11-16,26.66,30.66,22.66
2008-11-17,26.24,30.24,22.24
2008-11-18,23.4,27.4,19.4
2008-11-19,26.33,30.33,22.33
2008-11-20,26.18,30.18,22.18
2008-11-21,23.69,27.69,19.69
2008-11-22,25.45,29.45,21.45
2008-11-23,25.5,29.5,21.5
2008-11-24,26.88,30.88,22.88
2008-11-25,25.07,29.07,21.07
2008-11-26,25.54,29.54,21.54
2008-11-27,25.5,29.5,21.5
2008-11-28,25.38,29.38,21.38
2008-11-29,26.71,30.71,22.71
2008-11-30,27.09,31.09,23.09
2008-12-01,26.94,30.94,22.94
2008-12-02,24.07,28.07,20.07
2008-12-03,26.75,30.75,22.75
2008-12-04,24.55,28.55,20.55
2008-12-05,23.33,27.33,19.33
2008-12-06,25.41,29.41,21.41
2008-12-07,23.66,27.66,19.66
2008-12-08,25.28,29.28,21.28
2008-12-09,26.24,30.24,22.24
2008-12-10,26.66,30.66,22.66
2008-12-11,24.57,28.57,20.57
2008-12-12,26.64,30.64,22.64
2008-12-13,23.51,27.51,19.51
2008-12-14,25.74,29.74,21.74
2008-12-15,24.68,28.68,20.68
2008-12-16,25.48,29.48,21.48
2008-12-17,24.05,28.05,20.05
2008-12-18,24.2,28.2,20.2
2008-12-19,26.63,30.63,22.63
2008-12-20,26.47,30.47,22.47
2008-12-21,26.7,30.7,22.7
2008-12-22,25.19,29.19,21.19
2008-12-23,25.93,29.93,21.93
2008-12-24,25.11,29.11,21.11
2008-12-25,24.28,28.28,20.28
2008-12-26,23.3,27.3,19.3
2008-12-27,26.96,30.96,22.96
2008-12-28,26.07,30.07,22.07
2008-12-29,26.41,30.41,22.41
2008-12-30,23.58,27.58,19.58
2008-12-31,26.81,30.81,22.81
2009-01-01,24.24,28.24,20.24
2009-01-02,27.02,31.02,23.02
2009-01-03,26.71,30.71,22.71
2009-01-04,26.61,30.61,22.61
2009-01-05,26.4,30.4,22.4
2009-01-06,24.46,28.46,20.46
2009-01-07,26.28,30.28,22.28
2009-01-08,24.08,28.08,20.08
2009-01-09,27.09,31.09,23.09
2009-01-10,24.45,28.45,20.45
2009-01-11,25.41,29.41,21.41
2009-01-12,27.27,31.27,23.27
2009-01-13,26.83,30.83,22.83
2009-01-14,23.8,27.8,19.8
2009-01-15,25.6,29.6,21.6
2009-01-16,25.75,29.75,21.75
2009-01-17,26.99,30.99,22.99
2009-01-18,26.04,30.04,22.04
2009-01-19,23.91,27.91,19.91
2009-01-20,25.33,29.33,21.33
2009-01-21,26.29,30.29,22.29
2009-01-22,27.6,31.6,23.6
2009-01-23,25.19,29.19,21.19
2009-01-24,27.59,31.59,23.59
2009-01-25,25.85,29.85,21.85
2009-01-26,25.51,29.51,21.51
2009-01-27,25.31,29.31,21.31
2009-01-28,25.97,29.97,21.97
2009-01-29,25.36,29.36,21.36
2009-01-30,25.18,29.18,21.18
2009-01-31,27.56,31.56,23.56
2009-02-01,25.96,29.96,21.96
2009-02-02,27.1,31.1,23.1
2009-02-03,26.01,30.01,22.01
2009-02-04,24.91,28.91,20.91
2009-02-05,27.77,31.77,23.77
2009-02-06,27.51,31.51,23.51
2009-02-07,24.55,28.55,20.55
2009-02-08,27.52,31.52,23.52
2009-02-09,24.77,28.77,20.77
2009-02-10,26.25,30.25,22.25
2009-02-11,27.7,31.7,23.7
2009-02-12,26.24,30.24,22.24
2009-02-13,24.83,28.83,20.83
2009-02-14,25.04,29.04,21.04
2009-02-15,26.69,30.69,22.69
2009-02-16,26.97,30.97,22.97
2009-02-17,26.35,30.35,22.35
2009-02-18,25.11,29.11,21.11
2009-02-19,24.73,28.73,20.73
2009-02-20,26.6,30.6,22.6
2009-02-21,24.9,28.9,20.9
2009-02-22,24.63,28.63,20.63
2009-02-23,24.5,28.5,20.5
2009-02-24,26.94,30.94,22.94
2009-02-25,26.83,30.83,22.83
2009-02-26,27.69,31.69,23.69
2009-02-27,25.03,29.03,21.03
2009-02-28,26.34,30.34,22.34
2009-03-01,28.3,32.3,24.3
2009-03-02,25.51,29.51,21.51
2009-03-03,26.44,30.44,22.44
2009-03-04,28.48,32.480000000000004,24.48
2009-03-05,28.44,32.44,24.44
2009-03-06,26.67,30.67,22.67
2009-03-07,26.41,30.41,22.41
2009-03-08,28.4,32.4,24.4
2009-03-09,27.02,31.02,23.02
2009-03-10,25.61,29.61,21.61
2009-03-11,26.69,30.69,22.69
2009-03-12,26.91,30.91,22.91
2009-03-13,26.83,30.83,22.83
2009-03-14,26.24,30.24,22.24
2009-03-15,25.21,29.21,21.21
2009-03-16,28.09,32.09,24.09
2009-03-17,25.07,29.07,21.07
2009-03-18,25.18,29.18,21.18
2009-03-19,25.22,29.22,21.22
2009-03-20,24.78,28.78,20.78
2009-03-21,28.05,32.05,24.05
2009-03-22,28.19,32.19,24.19
2009-03-23,25.11,29.11,21.11
2009-03-24,26.47,30.47,22.47
2009-03-25,26.19,30.19,22.19
2009-03-26,25.12,29.12,21.12
2009-03-27,28.08,32.08,24.08
2009-03-28,28.08,32.08,24.08
2009-03-29,27.58,31.58,23.58
2009-03-30,25.29,29.29,21.29
2009-03-31,25.67,29.67,21.67
2009-04-01,26.3,30.3,22.3
2009-04-02,28.86,32.86,24.86
2009-04-03,27.4,31.4,23.4
2009-04-04,26.13,30.13,22.13
2009-04-05,25.57,29.57,21.57
2009-04-06,26.64,30.64,22.64
2009-04-07,29.43,33.43,25.43
2009-04-08,25.66,29.66,21.66
2009-04-09,29.18,33.18,25.18
2009-04-10,25.76,29.76,21.76
2009-04-11,28.22,32.22,24.22
2009-04-12,26.93,30.93,22.93
2009-04-13,27.35,31.35,23.35
2009-04-14,26.41,30.41,22.41
2009-04-15,26.88,30.88,22.88
2009-04-16,26.76,30.76,22.76
2009-04-17,28.37,32.370000000000005,24.37
2009-04-18,29.02,33.019999999999996,25.02
2009-04-19,27.17,31.17,23.17
2009-04-20,28.79,32.79,24.79
2009-04-21,25.58,29.58,21.58
2009-04-22,28.68,32.68,24.68
2009-04-23,27.63,31.63,23.63
2009-04-24,28.86,32.86,24.86
2009-04-25,26.43,30.43,22.43
2009-04-26,27.04,31.04,23.04
2009-04-27,28.32,32.32,24.32
2009-04-28,28.92,32.92,24.92
2009-04-29,27.44,31.44,23.44
2009-04-30,28.92,32.92,24.92
2009-05-01,27.28,31.28,23.28
2009-05-02,29.06,33.06,25.06
2009-05-03,28.71,32.71,24.71
2009-05-04,26.63,30.63,22.63
2009-05-05,28.91,32.91,24.91
2009-05-06,28.15,32.15,24.15
2009-05-07,27.19,31.19,23.19
2009-05-08,29.05,33.05,25.05
2009-05-09,27.87,31.87,23.87
2009-05-10,25.87,29.87,21.87
2009-05-11,25.55,29.55,21.55
2009-05-12,26.14,30.14,22.14
2009-05-13,28.03,32.03,24.03
2009-05-14,27.29,31.29,23.29
2009-05-15,26.68,30.68,22.68
2009-05-16,28.12,32.120000000000005,24.12
2009-05-17,25.19,29.19,21.19
2009-05-18,28.34,32.34,24.34
2009-05-19,28.08,32.08,24.08
2009-05-20,25.81,29.81,21.81
2009-05-21,26.65,30.65,22.65
2009-05-22,25.24,29.24,21.24
2009-05-23,25.14,29.14,21.14
2009-05-24,29.08,33.08,25.08
2009-05-25,27.04,31.04,23.04
2009-05-26,26.58,30.58,22.58
2009-05-27,25.87,29.87,21.87
2009-05-28,28.32,32.32,24.32
2009-05-29,27.91,31.91,23.91
2009-05-30,25.1,29.1,21.1
2009-05-31,28.17,32.17,24.17
2009-06-01,25.08,29.08,21.08
2009-06-02,28.42,32.42,24.42
2009-06-03,25.96,29.96,21.96
2009-06-04,26.43,30.43,22.43
2009-06-05,24.65,28.65,20.65
2009-06-06,27.93,31.93,23.93
2009-06-07,25.86,29.86,21.86
2009-06-08,26.86,30.86,22.86
2009-06-09,28.34,32.34,24.34
2009-06-10,25.25,29.25,21.25
2009-06-11,28.1,32.1,24.1
2009-06-12,26.63,30.63,22.63
2009-06-13,28.33,32.33,24.33
2009-06-14,27.92,31.92,23.92
2009-06-15,26.4,30.4,22.4
2009-06-16,24.98,28.98,20.98
2009-06-17,24.75,28.75,20.75
2009-06-18,28.13,32.129999999999995,24.13
2009-06-19,26.53,30.53,22.53
2009-06-20,27.28,31.28,23.28
2009-06-21,28.16,32.16,24.16
2009-06-22,25.85,29.85,21.85
2009-06-23,28.21,32.21,24.21
2009-06-24,24.74,28.74,20.74
2009-06-25,25.75,29.75,21.75
2009-06-26,27.88,31.88,23.88
2009-06-27,28.04,32.04,24.04
2009-06-28,28.41,32.41,24.41
2009-06-29,25.84,29.84,21.84
2009-06-30,27.75,31.75,23.75
2009-07-01,28.63,32.629999999999995,24.63
2009-07-02,26.8,30.8,22.8
2009-07-03,25.7,29.7,21.7
2009-07-04,24.85,28.85,20.85
2009-07-05,27.73,31.73,23.73
2009-07-06,25.25,29.25,21.25
2009-07-07,26.24,30.24,22.24
2009-07-08,25.93,29.93,21.93
2009-07-09,26.36,30.36,22.36
2009-07-10,28.31,32.31,24.31
2009-07-11,26.39,30.39,22.39
2009-07-12,28.34,32.34,24.34
2009-07-13,27.91,31.91,23.91
2009-07-14,25.84,29.84,21.84
2009-07-15,25.96,29.96,21.96
2009-07-16,26.17,30.17,22.17
2009-07-17,27.11,31.11,23.11
2009-07-18,27.39,31.39,23.39
2009-07-19,28.58,32.58,24.58
2009-07-20,28.4,32.4,24.4
2009-07-21,27.14,31.14,23.14
2009-07-22,24.87,28.87,20.87
2009-07-23,26.87,30.87,22.87
2009-07-24,26.3,30.3,22.3
2009-07-25,26.87,30.87,22.87
2009-07-26,24.85,28.85,20.85
2009-07-27,28.67,32.67,24.67
2009-07-28,24.92,28.92,20.92
2009-07-29,25.78,29.78,21.78
2009-07-30,24.98,28.98,20.98
2009-07-31,26.88,30.88,22.88
2009-08-01,26.01,30.01,22.01
2009-08-02,26.1,30.1,22.1
2009-08-03,27.76,31.76,23.76
2009-08-04,28.22,32.22,24.22
2009-08-05,25.26,29.26,21.26
2009-08-06,25.72,29.72,21.72
2009-08-07,26.49,30.49,22.49
2009-08-08,25.05,29.05,21.05
2009-08-09,26.15,30.15,22.15
2009-08-10,25.81,29.81,21.81
2009-08-11,28.29,32.29,24.29
2009-08-12,25.39,29.39,21.39
2009-08-13,27.48,31.48,23.48
2009-08-14,25.46,29.46,21.46
2009-08-15,27.1,31.1,23.1
2009-08-16,26.93,30.93,22.93
2009-08-17,26.43,30.43,22.43
2009-08-18,27.87,31.87,23.87
2009-08-19,25.49,29.49,21.49
2009-08-20,26.51,30.51,22.51
2009-08-21,28.53,32.53,24.53
2009-08-22,25.33,29.33,21.33
2009-08-23,26.78,30.78,22.78
2009-08-24,25.77,29.77,21.77
2009-08-25,25.1,29.1,21.1
2009-08-26,28.01,32.010000000000005,24.01
2009-08-27,26.91,30.91,22.91
